course_code,term,term_idx,avg_score,pass_rate,so1_attainment,so2_attainment,so3_attainment,so4_attainment,so5_attainment,so6_attainment,so7_attainment,composite_so_index,trend_value,current_term_failed,next_term_risk
AIE1690,2019F,0,76.02,94.44,,73.43,74.13,,75.92,,,74.5,0.0,0,0
AIE1690,2020S,1,79.36,97.44,,76.57,78.26,,78.53,,,77.78,3.29,0,0
AIE1690,2020F,2,76.18,93.85,,77.98,74.02,,76.98,,,76.33,-1.46,0,0
AIE1690,2021S,3,77.57,96.97,,80.39,77.77,,75.92,,,78.03,1.7,0,0
AIE1690,2021F,4,74.95,93.75,,77.63,74.64,,73.08,,,75.12,-2.91,0,0
AIE1690,2022S,5,78.45,96.3,,80.73,81.04,,78.36,,,80.04,4.93,0,0
AIE1690,2022F,6,78.94,98.41,,78.67,80.35,,81.31,,,80.11,0.07,0,0
AIE1690,2023S,7,77.51,94.74,,78.79,76.8,,79.19,,,78.26,-1.85,0,0
AIE1690,2023F,8,75.05,95.45,,72.26,76.81,,75.93,,,75.0,-3.26,0,0
AIE1692,2019F,0,57.64,42.0,,55.11,58.59,,56.25,,,56.65,0.0,1,1
AIE1692,2020S,1,58.66,46.0,,59.92,61.64,,61.33,,,60.96,4.31,1,1
AIE1692,2020F,2,58.09,50.0,,59.28,58.06,,61.01,,,59.45,-1.51,1,1
AIE1692,2021S,3,58.68,45.21,,61.51,58.97,,56.58,,,59.02,-0.43,1,1
AIE1692,2021F,4,57.87,41.94,,54.88,59.5,,57.05,,,57.14,-1.87,1,1
AIE1692,2022S,5,58.57,46.15,,61.5,56.98,,58.94,,,59.14,1.99,1,1
AIE1692,2022F,6,58.53,42.0,,61.03,55.85,,58.54,,,58.47,-0.67,1,1
AIE1692,2023S,7,60.02,45.71,,57.21,61.7,,60.17,,,59.69,1.22,1,1
AIE1692,2023F,8,57.14,33.33,,56.57,54.6,,55.33,,,55.5,-4.19,1,1
AIE1693,2019F,0,81.08,100.0,,78.14,,,81.19,,,79.67,0.0,0,0
AIE1693,2020S,1,80.49,96.77,,80.34,,,82.06,,,81.2,1.53,0,0
AIE1693,2020F,2,78.76,100.0,,80.99,,,79.72,,,80.36,-0.84,0,0
AIE1693,2021S,3,81.27,97.5,,81.47,,,79.71,,,80.59,0.23,0,0
AIE1693,2021F,4,79.92,100.0,,80.85,,,77.42,,,79.14,-1.45,0,0
AIE1693,2022S,5,80.78,100.0,,81.57,,,79.8,,,80.69,1.55,0,0
AIE1693,2022F,6,82.8,100.0,,83.28,,,83.15,,,83.21,2.53,0,0
AIE1693,2023S,7,80.21,100.0,,80.94,,,77.77,,,79.36,-3.86,0,0
AIE1693,2023F,8,80.29,100.0,,77.47,,,82.14,,,79.81,0.45,0,0
AIE1698,2019F,0,78.45,98.46,,81.32,75.95,,79.53,,,78.93,0.0,0,0
AIE1698,2020S,1,78.44,98.33,,77.24,75.47,,77.44,,,76.72,-2.22,0,0
AIE1698,2020F,2,77.87,97.67,,75.96,77.83,,79.13,,,77.64,0.93,0,0
AIE1698,2021S,3,76.61,95.16,,76.88,78.18,,73.9,,,76.32,-1.32,0,0
AIE1698,2021F,4,76.88,95.45,,78.55,74.15,,77.28,,,76.66,0.34,0,0
AIE1698,2022S,5,78.4,96.1,,78.87,79.42,,78.47,,,78.92,2.26,0,0
AIE1698,2022F,6,79.46,93.1,,77.7,78.8,,80.74,,,79.08,0.16,0,0
AIE1698,2023S,7,77.84,97.33,,79.11,75.27,,76.88,,,77.09,-1.99,0,0
AIE1698,2023F,8,77.98,96.72,,80.67,76.84,,78.28,,,78.6,1.51,0,0
AIE1700,2019F,0,77.07,100.0,77.89,,,,,,,77.89,0.0,0,0
AIE1700,2020S,1,75.72,91.84,78.56,,,,,,,78.56,0.67,0,0
AIE1700,2020F,2,82.04,97.73,82.31,,,,,,,82.31,3.75,0,0
AIE1700,2021S,3,81.77,100.0,81.47,,,,,,,81.47,-0.84,0,0
AIE1700,2021F,4,81.56,100.0,83.12,,,,,,,83.12,1.65,0,0
AIE1700,2022S,5,80.78,100.0,83.38,,,,,,,83.38,0.26,0,0
AIE1700,2022F,6,78.8,92.68,81.26,,,,,,,81.26,-2.12,0,0
AIE1700,2023S,7,83.31,100.0,81.53,,,,,,,81.53,0.27,0,0
AIE1700,2023F,8,82.46,100.0,81.55,,,,,,,81.55,0.02,0,0
AIE1701,2019F,0,80.81,98.41,83.32,,,,,,81.06,82.19,0.0,0,0
AIE1701,2020S,1,81.04,100.0,79.91,,,,,,83.04,81.48,-0.71,0,0
AIE1701,2020F,2,83.55,100.0,80.61,,,,,,82.83,81.72,0.24,0,0
AIE1701,2021S,3,83.92,100.0,83.2,,,,,,84.71,83.96,2.24,0,0
AIE1701,2021F,4,81.31,100.0,81.53,,,,,,79.72,80.63,-3.33,0,0
AIE1701,2022S,5,81.4,100.0,83.69,,,,,,78.49,81.09,0.46,0,0
AIE1701,2022F,6,83.74,100.0,84.83,,,,,,85.96,85.39,4.31,0,1
AIE1701,2023S,7,80.2,100.0,78.98,,,,,,79.65,79.31,-6.08,1,0
AIE1701,2023F,8,79.63,97.47,81.38,,,,,,81.8,81.59,2.28,0,0
AIE1703,2019F,0,82.44,100.0,85.03,,,,,,81.91,83.47,0.0,0,0
AIE1703,2020S,1,85.02,100.0,85.99,,,,,,85.18,85.58,2.12,0,0
AIE1703,2020F,2,86.88,100.0,89.38,,,,,,87.68,88.53,2.95,0,1
AIE1703,2021S,3,78.78,96.88,78.43,,,,,,78.0,78.21,-10.32,1,0
AIE1703,2021F,4,84.64,100.0,82.0,,,,,,85.03,83.51,5.3,0,0
AIE1703,2022S,5,82.61,97.3,81.18,,,,,,80.35,80.77,-2.74,0,0
AIE1703,2022F,6,84.69,100.0,85.73,,,,,,85.57,85.65,4.88,0,0
AIE1703,2023S,7,84.17,100.0,84.77,,,,,,85.74,85.25,-0.4,0,0
AIE1703,2023F,8,85.6,100.0,84.83,,,,,,88.01,86.42,1.16,0,1
AIE1705,2019F,0,85.46,100.0,83.54,,,,,,,83.54,0.0,0,0
AIE1705,2020S,1,86.35,100.0,89.01,,,,,,,89.01,5.48,0,1
AIE1705,2020F,2,82.48,98.61,79.73,,,,,,,79.73,-9.28,1,0
AIE1705,2021S,3,85.43,100.0,85.2,,,,,,,85.2,5.47,0,0
AIE1705,2021F,4,85.24,97.83,82.71,,,,,,,82.71,-2.49,0,0
AIE1705,2022S,5,84.73,98.72,86.24,,,,,,,86.24,3.53,0,1
AIE1705,2022F,6,83.93,100.0,81.04,,,,,,,81.04,-5.2,1,0
AIE1705,2023S,7,86.19,100.0,84.81,,,,,,,84.81,3.77,0,0
AIE1705,2023F,8,85.61,100.0,87.91,,,,,,,87.91,3.1,0,0
AIE1706,2019F,0,79.23,98.46,,80.88,81.8,82.22,80.1,,,81.25,0.0,0,0
AIE1706,2020S,1,81.42,100.0,,84.09,78.48,82.98,82.54,,,82.02,0.77,0,0
AIE1706,2020F,2,79.21,98.31,,80.03,81.31,81.91,77.56,,,80.2,-1.82,0,0
AIE1706,2021S,3,80.38,98.11,,81.24,81.95,78.45,82.2,,,80.96,0.76,0,0
AIE1706,2021F,4,78.57,100.0,,80.93,78.8,79.84,80.47,,,80.01,-0.95,0,0
AIE1706,2022S,5,79.06,100.0,,77.07,77.2,78.59,79.64,,,78.13,-1.89,0,0
AIE1706,2022F,6,78.65,98.65,,81.58,76.67,77.65,80.93,,,79.21,1.08,0,0
AIE1706,2023S,7,80.66,100.0,,82.12,77.75,78.46,83.21,,,80.38,1.18,0,0
AIE1706,2023F,8,78.72,95.65,,80.81,80.54,80.37,80.51,,,80.56,0.17,0,0
AIE1709,2019F,0,80.78,97.01,,79.78,78.9,,81.18,,,79.95,0.0,0,0
AIE1709,2020S,1,79.03,97.73,,78.1,80.04,,81.08,,,79.74,-0.21,0,0
AIE1709,2020F,2,83.34,100.0,,81.43,84.35,,82.32,,,82.7,2.96,0,1
AIE1709,2021S,3,78.86,95.45,,77.59,76.23,,80.43,,,78.08,-4.62,1,0
AIE1709,2021F,4,79.1,98.08,,81.05,81.26,,76.44,,,79.58,1.5,0,0
AIE1709,2022S,5,81.79,95.56,,79.86,83.01,,81.88,,,81.58,2.0,0,0
AIE1709,2022F,6,78.48,100.0,,79.63,77.83,,78.77,,,78.74,-2.84,0,0
AIE1709,2023S,7,79.18,97.22,,78.91,78.84,,81.12,,,79.62,0.88,0,0
AIE1709,2023F,8,81.32,100.0,,79.48,78.55,,82.86,,,80.3,0.67,0,0
AIE1710,2019F,0,85.2,100.0,,,83.73,,82.49,,87.31,84.51,0.0,0,0
AIE1710,2020S,1,84.21,100.0,,,83.4,,83.66,,84.37,83.81,-0.7,0,0
AIE1710,2020F,2,82.45,97.3,,,83.32,,83.28,,80.32,82.31,-1.5,0,0
AIE1710,2021S,3,82.59,98.61,,,84.36,,84.06,,85.32,84.58,2.27,0,0
AIE1710,2021F,4,84.0,100.0,,,83.7,,81.02,,81.65,82.12,-2.46,0,0
AIE1710,2022S,5,84.78,100.0,,,87.56,,87.1,,84.16,86.27,4.15,0,0
AIE1710,2022F,6,82.52,100.0,,,80.46,,82.82,,85.02,82.77,-3.5,0,0
AIE1710,2023S,7,81.61,100.0,,,80.26,,84.15,,79.3,81.23,-1.53,0,0
AIE1710,2023F,8,81.59,100.0,,,81.55,,79.07,,81.19,80.6,-0.63,0,0
AIE1711,2019F,0,84.79,100.0,86.43,,,,,,,86.43,0.0,0,0
AIE1711,2020S,1,84.2,100.0,84.09,,,,,,,84.09,-2.34,0,0
AIE1711,2020F,2,83.88,100.0,86.09,,,,,,,86.09,2.0,0,0
AIE1711,2021S,3,84.77,100.0,84.14,,,,,,,84.14,-1.95,0,0
AIE1711,2021F,4,83.54,98.33,86.23,,,,,,,86.23,2.09,0,0
AIE1711,2022S,5,84.39,97.56,83.66,,,,,,,83.66,-2.56,0,1
AIE1711,2022F,6,80.34,97.3,77.75,,,,,,,77.75,-5.91,1,0
AIE1711,2023S,7,83.73,98.31,80.81,,,,,,,80.81,3.07,0,0
AIE1711,2023F,8,84.08,100.0,81.39,,,,,,,81.39,0.58,0,0
AIE1722,2019F,0,84.2,98.48,,82.23,87.01,,82.54,,,83.93,0.0,0,0
AIE1722,2020S,1,82.61,100.0,,85.01,81.37,,85.3,,,83.89,-0.04,0,0
AIE1722,2020F,2,80.89,100.0,,79.8,79.38,,83.59,,,80.92,-2.97,0,0
AIE1722,2021S,3,84.87,100.0,,85.87,83.44,,83.08,,,84.13,3.2,0,0
AIE1722,2021F,4,81.32,100.0,,78.59,82.21,,83.42,,,81.41,-2.72,0,0
AIE1722,2022S,5,83.7,100.0,,84.34,83.89,,81.47,,,83.23,1.83,0,0
AIE1722,2022F,6,84.31,100.0,,86.27,84.55,,83.98,,,84.93,1.7,0,0
AIE1722,2023S,7,84.97,100.0,,87.91,86.64,,84.9,,,86.49,1.55,0,0
AIE1722,2023F,8,84.15,98.7,,82.0,84.75,,85.51,,,84.09,-2.4,0,0
AIE1723,2019F,0,81.12,95.35,,80.24,82.06,,78.45,,,80.25,0.0,0,0
AIE1723,2020S,1,79.69,97.5,,80.13,77.95,,78.49,,,78.85,-1.39,0,0
AIE1723,2020F,2,82.4,100.0,,81.8,84.2,,84.82,,,83.61,4.75,0,0
AIE1723,2021S,3,80.96,96.23,,81.19,82.07,,80.29,,,81.18,-2.43,0,1
AIE1723,2021F,4,78.28,97.3,,76.13,75.75,,75.93,,,75.93,-5.25,1,0
AIE1723,2022S,5,83.09,100.0,,81.71,85.37,,82.66,,,83.25,7.32,0,0
AIE1723,2022F,6,81.99,100.0,,83.86,82.92,,79.8,,,82.19,-1.06,0,0
AIE1723,2023S,7,81.75,100.0,,79.48,83.84,,82.15,,,81.82,-0.37,0,0
AIE1723,2023F,8,81.72,98.33,,79.05,81.21,,79.26,,,79.84,-1.98,0,0
AIE1724,2019F,0,84.9,98.67,82.77,,,,,,,82.77,0.0,0,0
AIE1724,2020S,1,84.88,100.0,82.55,,,,,,,82.55,-0.22,0,0
AIE1724,2020F,2,87.03,100.0,86.36,,,,,,,86.36,3.81,0,0
AIE1724,2021S,3,84.24,100.0,82.89,,,,,,,82.89,-3.47,0,0
AIE1724,2021F,4,84.87,98.55,86.2,,,,,,,86.2,3.32,0,0
AIE1724,2022S,5,84.79,98.67,83.19,,,,,,,83.19,-3.02,0,0
AIE1724,2022F,6,84.79,100.0,84.6,,,,,,,84.6,1.42,0,0
AIE1724,2023S,7,85.19,100.0,87.44,,,,,,,87.44,2.84,0,0
AIE1724,2023F,8,85.22,100.0,87.61,,,,,,,87.61,0.17,0,1
AIE1726,2019F,0,74.56,100.0,77.4,,,,,73.74,,75.57,0.0,0,0
AIE1726,2020S,1,72.73,88.89,75.04,,,,,75.59,,75.31,-0.25,0,1
AIE1726,2020F,2,67.99,62.5,67.93,,,,,70.02,,68.97,-6.34,1,0
AIE1726,2021S,3,71.64,94.29,70.34,,,,,68.68,,69.51,0.54,0,0
AIE1726,2021F,4,66.76,77.63,68.96,,,,,65.85,,67.4,-2.1,0,1
AIE1726,2022S,5,64.01,71.79,63.92,,,,,65.63,,64.78,-2.63,1,1
AIE1726,2022F,6,62.08,47.37,60.11,,,,,59.71,,59.91,-4.87,1,1
AIE1726,2023S,7,59.27,40.0,62.23,,,,,58.25,,60.24,0.33,1,1
AIE1726,2023F,8,56.56,31.37,56.58,,,,,56.87,,56.73,-3.51,1,1
AIE1728,2019F,0,83.25,98.7,,84.85,80.85,,80.62,,,82.11,0.0,0,0
AIE1728,2020S,1,84.52,100.0,,85.52,85.53,,84.31,,,85.12,3.01,0,1
AIE1728,2020F,2,80.66,100.0,,79.46,79.58,,83.27,,,80.77,-4.35,1,0
AIE1728,2021S,3,83.57,100.0,,81.78,85.2,,80.67,,,82.55,1.78,0,0
AIE1728,2021F,4,82.91,100.0,,84.25,83.24,,82.21,,,83.23,0.68,0,0
AIE1728,2022S,5,82.29,100.0,,81.5,82.5,,83.91,,,82.64,-0.6,0,0
AIE1728,2022F,6,84.12,98.04,,85.18,83.33,,83.55,,,84.02,1.38,0,0
AIE1728,2023S,7,82.5,100.0,,80.8,83.44,,83.66,,,82.63,-1.38,0,0
AIE1728,2023F,8,83.12,100.0,,80.19,80.36,,82.14,,,80.9,-1.74,0,0
AIE1735,2019F,0,82.37,100.0,,,83.53,,80.02,,84.81,82.79,0.0,0,0
AIE1735,2020S,1,81.17,98.15,,,81.79,,80.88,,81.11,81.26,-1.53,0,0
AIE1735,2020F,2,84.7,100.0,,,81.9,,87.14,,85.76,84.93,3.67,0,0
AIE1735,2021S,3,83.86,100.0,,,84.51,,84.07,,82.54,83.71,-1.23,0,0
AIE1735,2021F,4,83.14,100.0,,,85.14,,84.12,,83.03,84.1,0.39,0,0
AIE1735,2022S,5,84.74,100.0,,,86.05,,84.09,,84.66,84.93,0.83,0,0
AIE1735,2022F,6,84.26,100.0,,,83.25,,81.71,,85.94,83.63,-1.3,0,0
AIE1735,2023S,7,82.95,100.0,,,80.33,,81.34,,81.63,81.1,-2.54,0,0
AIE1735,2023F,8,87.05,100.0,,,89.86,,90.03,,85.68,88.52,7.42,0,1
AIE1741,2019F,0,71.61,86.67,,71.91,72.39,,73.15,,,72.48,0.0,0,0
AIE1741,2020S,1,70.29,83.33,,68.28,67.44,,71.33,,,69.02,-3.47,0,0
AIE1741,2020F,2,70.75,90.28,,71.02,71.45,,72.4,,,71.62,2.61,0,1
AIE1741,2021S,3,69.86,87.88,,67.47,67.3,,67.32,,,67.36,-4.26,1,0
AIE1741,2021F,4,67.71,82.5,,70.29,70.28,,67.96,,,69.51,2.15,0,1
AIE1741,2022S,5,63.24,59.38,,63.7,60.31,,61.18,,,61.73,-7.78,1,1
AIE1741,2022F,6,62.42,61.67,,64.42,62.38,,65.32,,,64.04,2.31,1,1
AIE1741,2023S,7,62.92,63.93,,61.57,62.37,,61.7,,,61.88,-2.16,1,1
AIE1741,2023F,8,60.35,51.72,,58.79,63.14,,58.36,,,60.09,-1.79,1,1
AIE1744,2019F,0,74.18,95.59,,73.66,74.4,,74.42,,,74.16,0.0,0,0
AIE1744,2020S,1,70.87,86.49,,71.59,70.47,,68.62,,,70.23,-3.93,0,0
AIE1744,2020F,2,73.2,89.06,,73.26,71.36,,73.61,,,72.74,2.51,0,0
AIE1744,2021S,3,68.66,87.32,,69.58,68.03,,71.12,,,69.58,-3.16,0,1
AIE1744,2021F,4,64.18,75.76,,65.47,63.86,,63.9,,,64.41,-5.17,1,1
AIE1744,2022S,5,61.95,50.85,,59.59,62.76,,64.71,,,62.35,-2.06,1,1
AIE1744,2022F,6,62.36,62.32,,63.95,60.01,,59.81,,,61.26,-1.1,1,1
AIE1744,2023S,7,59.6,47.44,,60.01,56.95,,61.49,,,59.48,-1.77,1,1
AIE1744,2023F,8,56.51,42.86,,59.32,58.77,,54.47,,,57.52,-1.97,1,1
AIE1748,2019F,0,73.5,90.57,,75.59,72.32,,72.88,,,73.6,0.0,0,0
AIE1748,2020S,1,74.63,97.96,,71.85,71.86,,75.61,,,73.11,-0.48,0,1
AIE1748,2020F,2,68.07,94.12,,69.49,66.21,,67.89,,,67.86,-5.25,1,0
AIE1748,2021S,3,65.85,68.42,,66.12,68.16,,64.79,,,66.36,-1.51,0,1
AIE1748,2021F,4,63.86,65.96,,62.38,62.76,,61.45,,,62.2,-4.16,1,1
AIE1748,2022S,5,60.16,44.19,,61.46,59.31,,58.05,,,59.6,-2.59,1,1
AIE1748,2022F,6,59.27,42.86,,60.77,59.68,,59.5,,,59.98,0.38,1,1
AIE1748,2023S,7,56.24,36.67,,58.23,58.29,,54.73,,,57.08,-2.9,1,1
AIE1748,2023F,8,54.12,36.67,,55.83,54.48,,52.38,,,54.23,-2.85,1,1
AIE1751,2019F,0,79.73,94.59,79.69,,,,,,,79.69,0.0,0,0
AIE1751,2020S,1,79.0,100.0,76.33,,,,,,,76.33,-3.37,0,0
AIE1751,2020F,2,78.44,98.36,78.31,,,,,,,78.31,1.99,0,0
AIE1751,2021S,3,78.52,98.55,78.34,,,,,,,78.34,0.03,0,0
AIE1751,2021F,4,76.96,97.18,75.95,,,,,,,75.95,-2.39,0,0
AIE1751,2022S,5,78.56,94.87,79.08,,,,,,,79.08,3.14,0,0
AIE1751,2022F,6,77.98,100.0,79.37,,,,,,,79.37,0.29,0,0
AIE1751,2023S,7,80.07,94.59,81.91,,,,,,,81.91,2.54,0,0
AIE1751,2023F,8,78.68,98.51,78.02,,,,,,,78.02,-3.89,0,0
AIE1754,2019F,0,83.63,100.0,83.53,,,,,,,83.53,0.0,0,0
AIE1754,2020S,1,84.36,98.53,84.25,,,,,,,84.25,0.72,0,0
AIE1754,2020F,2,84.29,100.0,83.71,,,,,,,83.71,-0.54,0,0
AIE1754,2021S,3,84.52,100.0,82.38,,,,,,,82.38,-1.33,0,0
AIE1754,2021F,4,81.92,98.0,82.29,,,,,,,82.29,-0.1,0,0
AIE1754,2022S,5,80.45,100.0,81.06,,,,,,,81.06,-1.23,0,0
AIE1754,2022F,6,82.24,98.75,80.22,,,,,,,80.22,-0.84,0,0
AIE1754,2023S,7,83.89,100.0,86.57,,,,,,,86.57,6.36,0,1
AIE1754,2023F,8,77.54,100.0,79.47,,,,,,,79.47,-7.1,1,0
AIE1758,2019F,0,81.47,98.48,,82.29,79.39,,78.54,,,80.07,0.0,0,0
AIE1758,2020S,1,81.07,100.0,,81.49,81.89,,79.46,,,80.95,0.87,0,0
AIE1758,2020F,2,78.03,96.67,,77.99,75.25,,80.21,,,77.82,-3.13,0,0
AIE1758,2021S,3,78.48,95.74,,76.61,80.84,,80.04,,,79.17,1.35,0,0
AIE1758,2021F,4,81.36,98.67,,80.28,83.09,,84.02,,,82.46,3.3,0,0
AIE1758,2022S,5,78.76,100.0,,79.08,79.72,,78.38,,,79.06,-3.4,0,0
AIE1758,2022F,6,78.74,92.31,,76.74,78.67,,81.43,,,78.95,-0.12,0,0
AIE1758,2023S,7,81.28,98.11,,80.79,81.31,,81.67,,,81.25,2.31,0,0
AIE1758,2023F,8,79.46,96.88,,79.01,78.83,,80.99,,,79.61,-1.64,0,0
AIE1762,2019F,0,79.05,98.53,,77.15,,,78.94,,,78.04,0.0,0,0
AIE1762,2020S,1,79.64,100.0,,78.86,,,79.11,,,78.98,0.94,0,0
AIE1762,2020F,2,79.98,94.59,,78.32,,,82.26,,,80.29,1.31,0,0
AIE1762,2021S,3,80.47,98.21,,80.12,,,83.0,,,81.56,1.27,0,0
AIE1762,2021F,4,79.27,97.14,,81.91,,,81.41,,,81.66,0.1,0,0
AIE1762,2022S,5,78.71,95.12,,78.75,,,81.41,,,80.08,-1.58,0,0
AIE1762,2022F,6,78.05,98.75,,79.29,,,76.25,,,77.77,-2.31,0,0
AIE1762,2023S,7,82.6,100.0,,85.26,,,80.99,,,83.12,5.35,0,0
AIE1762,2023F,8,78.28,98.28,,80.93,,,78.53,,,79.73,-3.39,0,0
AIE1763,2019F,0,76.94,96.49,77.97,,,,,,74.82,76.4,0.0,0,0
AIE1763,2020S,1,77.36,95.83,76.23,,,,,,77.95,77.09,0.7,0,0
AIE1763,2020F,2,77.74,96.08,79.08,,,,,,75.28,77.18,0.09,0,0
AIE1763,2021S,3,75.62,97.78,75.42,,,,,,75.21,75.31,-1.87,0,0
AIE1763,2021F,4,76.88,95.59,75.11,,,,,,76.63,75.87,0.56,0,0
AIE1763,2022S,5,75.65,100.0,74.24,,,,,,73.35,73.79,-2.08,0,0
AIE1763,2022F,6,77.86,98.15,80.34,,,,,,80.27,80.31,6.51,0,0
AIE1763,2023S,7,77.65,96.25,76.49,,,,,,78.23,77.36,-2.95,0,0
AIE1763,2023F,8,73.77,93.85,72.97,,,,,,75.98,74.47,-2.88,0,0
AIE1764,2019F,0,73.05,92.21,,72.34,71.83,,74.26,,,72.81,0.0,0,0
AIE1764,2020S,1,68.98,79.41,,69.7,67.39,,70.45,,,69.18,-3.63,0,0
AIE1764,2020F,2,67.65,87.04,,68.84,66.86,,69.9,,,68.53,-0.65,0,0
AIE1764,2021S,3,67.16,73.61,,67.83,69.72,,70.02,,,69.19,0.66,0,0
AIE1764,2021F,4,67.0,73.17,,66.74,66.27,,67.71,,,66.91,-2.29,0,1
AIE1764,2022S,5,62.84,62.82,,63.02,65.73,,62.24,,,63.66,-3.25,1,1
AIE1764,2022F,6,58.91,46.84,,61.53,56.49,,56.03,,,58.02,-5.64,1,1
AIE1764,2023S,7,57.87,44.44,,55.49,60.74,,56.46,,,57.56,-0.46,1,1
AIE1764,2023F,8,59.05,43.9,,57.68,57.5,,61.51,,,58.89,1.33,1,1
AIE1765,2019F,0,78.72,100.0,,81.48,80.13,,80.82,,,80.81,0.0,0,1
AIE1765,2020S,1,74.6,95.0,,74.32,77.18,,73.99,,,75.16,-5.64,1,0
AIE1765,2020F,2,74.86,98.21,,73.01,73.13,,72.45,,,72.86,-2.3,0,0
AIE1765,2021S,3,70.11,86.57,,72.79,69.53,,68.41,,,70.25,-2.62,0,0
AIE1765,2021F,4,68.04,81.97,,67.88,67.22,,70.67,,,68.59,-1.65,0,0
AIE1765,2022S,5,68.43,78.08,,66.05,70.68,,68.39,,,68.37,-0.22,0,0
AIE1765,2022F,6,65.21,73.21,,63.75,67.83,,64.37,,,65.32,-3.05,0,1
AIE1765,2023S,7,63.95,66.67,,63.41,65.76,,61.0,,,63.39,-1.93,1,1
AIE1765,2023F,8,57.12,40.0,,57.91,54.53,,57.19,,,56.54,-6.85,1,1
AIE1768,2019F,0,79.81,100.0,,81.89,79.66,,,,,80.78,0.0,0,0
AIE1768,2020S,1,80.37,98.68,,83.09,79.08,,,,,81.09,0.31,0,0
AIE1768,2020F,2,83.55,98.11,,83.19,85.52,,,,,84.36,3.27,0,0
AIE1768,2021S,3,81.1,94.83,,80.2,80.56,,,,,80.38,-3.98,0,0
AIE1768,2021F,4,81.61,100.0,,80.21,80.19,,,,,80.2,-0.18,0,0
AIE1768,2022S,5,82.24,98.39,,82.12,83.94,,,,,83.03,2.83,0,0
AIE1768,2022F,6,81.48,98.63,,82.97,81.44,,,,,82.21,-0.82,0,0
AIE1768,2023S,7,85.4,100.0,,87.33,86.2,,,,,86.77,4.56,0,0
AIE1768,2023F,8,85.11,100.0,,86.34,82.65,,,,,84.5,-2.27,0,0
AIE1769,2019F,0,74.16,91.23,,74.28,,,71.82,,,73.05,0.0,0,0
AIE1769,2020S,1,73.63,96.2,,73.9,,,70.95,,,72.43,-0.63,0,0
AIE1769,2020F,2,73.61,91.67,,76.23,,,74.94,,,75.58,3.16,0,0
AIE1769,2021S,3,72.1,92.16,,72.57,,,71.44,,,72.0,-3.58,0,1
AIE1769,2021F,4,67.61,74.03,,68.2,,,66.38,,,67.29,-4.71,1,0
AIE1769,2022S,5,67.35,81.33,,65.26,,,66.33,,,65.8,-1.49,0,0
AIE1769,2022F,6,68.66,82.46,,65.82,,,69.73,,,67.77,1.97,0,0
AIE1769,2023S,7,65.6,70.97,,65.28,,,67.08,,,66.18,-1.59,0,0
AIE1769,2023F,8,65.43,77.78,,67.75,,,65.05,,,66.4,0.22,0,1
AIE1772,2019F,0,82.92,100.0,,83.96,83.03,,81.89,,,82.96,0.0,0,0
AIE1772,2020S,1,82.18,100.0,,79.98,84.64,,79.42,,,81.35,-1.61,0,0
AIE1772,2020F,2,81.95,100.0,,80.31,83.89,,84.87,,,83.02,1.68,0,0
AIE1772,2021S,3,82.12,96.97,,82.22,83.46,,82.41,,,82.7,-0.33,0,0
AIE1772,2021F,4,83.24,100.0,,82.69,80.37,,80.77,,,81.28,-1.42,0,0
AIE1772,2022S,5,85.05,98.59,,85.65,85.71,,87.06,,,86.14,4.86,0,0
AIE1772,2022F,6,83.44,100.0,,82.4,81.98,,84.19,,,82.86,-3.28,0,0
AIE1772,2023S,7,82.65,100.0,,85.45,83.13,,83.6,,,84.06,1.2,0,0
AIE1772,2023F,8,85.3,97.62,,86.46,82.99,,85.62,,,85.02,0.96,0,0
AIE1773,2019F,0,76.33,98.68,77.5,,,,,,74.46,75.98,0.0,0,0
AIE1773,2020S,1,77.81,94.74,78.24,,,,,,77.52,77.88,1.9,0,0
AIE1773,2020F,2,77.79,95.83,77.57,,,,,,76.1,76.84,-1.04,0,0
AIE1773,2021S,3,78.88,97.5,78.84,,,,,,78.46,78.65,1.81,0,0
AIE1773,2021F,4,78.42,98.65,76.63,,,,,,79.73,78.18,-0.47,0,0
AIE1773,2022S,5,78.25,94.12,79.7,,,,,,79.01,79.36,1.18,0,0
AIE1773,2022F,6,78.42,98.7,79.6,,,,,,80.75,80.18,0.82,0,0
AIE1773,2023S,7,78.74,96.67,76.08,,,,,,81.09,78.59,-1.59,0,0
AIE1773,2023F,8,79.82,95.0,82.26,,,,,,80.65,81.46,2.87,0,0
AIE1779,2019F,0,56.39,38.89,57.16,56.74,,,,,,56.95,0.0,1,1
AIE1779,2020S,1,54.94,25.64,54.35,54.29,,,,,,54.32,-2.63,1,1
AIE1779,2020F,2,55.12,29.33,53.36,56.99,,,,,,55.17,0.85,1,1
AIE1779,2021S,3,54.86,27.54,52.45,54.47,,,,,,53.46,-1.71,1,1
AIE1779,2021F,4,56.54,40.43,56.77,55.77,,,,,,56.27,2.81,1,1
AIE1779,2022S,5,57.07,38.64,58.25,60.05,,,,,,59.15,2.88,1,1
AIE1779,2022F,6,52.85,23.33,53.0,50.15,,,,,,51.58,-7.57,1,1
AIE1779,2023S,7,52.32,18.18,54.95,50.7,,,,,,52.82,1.25,1,1
AIE1779,2023F,8,51.09,20.0,51.65,49.55,,,,,,50.6,-2.22,1,1
AIE1780,2019F,0,80.41,100.0,,77.63,81.69,,81.82,,,80.38,0.0,0,0
